id,block,trial,blocktype,deviance,laterality,stim,trialtype,trialcode
20,8,1,0,1,left,LAX1,glostd,000
20,8,2,0,1,left,LAX1,glostd,000
20,8,3,0,1,left,LAX1,glostd,000
20,8,4,0,1,left,LAX1,glostd,000
20,8,5,0,1,left,LAX1,glostd,000
20,8,6,0,1,left,LAX1,glostd,000
20,8,7,0,1,left,LAX1,glostd,000
20,8,8,0,1,left,LAX1,glostd,000
20,8,9,0,1,left,LAX1,glostd,000
20,8,10,0,1,left,LAX1,glostd,000
20,8,11,0,1,left,LAX1,glostd,000
20,8,12,0,1,left,LAX1,glostd,000
20,8,13,0,1,left,LAX1,glostd,000
20,8,14,0,1,left,LAX1,glostd,000
20,8,15,0,1,left,LAX1,glostd,000
20,8,16,0,1,left,LAX2,glodev,010
20,8,17,0,1,left,LAX1,glostd,001
20,8,18,0,1,left,LAX1,glostd,002
20,8,19,0,1,left,LAX2,glodev,010
20,8,20,0,1,left,LAX1,glostd,001
20,8,21,0,1,left,LAX1,glostd,002
20,8,22,0,1,left,LAY2,glodev,020
20,8,23,0,1,left,LAX1,glostd,001
20,8,24,0,1,left,LAX1,glostd,002
20,8,25,0,1,left,LAY2,glodev,020
20,8,26,0,1,left,LAX1,glostd,001
20,8,27,0,1,left,LAX1,glostd,002
20,8,28,0,1,left,LAX2,glodev,010
20,8,29,0,1,left,LAX1,glostd,001
20,8,30,0,1,left,LAX1,glostd,002
20,8,31,0,1,left,LAX1,glostd,003
20,8,32,0,1,left,LAX1,glostd,004
20,8,33,0,1,left,LAX2,glodev,010
20,8,34,0,1,left,LAX1,glostd,001
20,8,35,0,1,left,LAX1,glostd,002
20,8,36,0,1,left,LAX1,glostd,003
20,8,37,0,1,left,LAY2,glodev,020
20,8,38,0,1,left,LAY2,glodev,020
20,8,39,0,1,left,LAY2,glodev,020
20,8,40,0,1,left,LAX1,glostd,001
20,8,41,0,1,left,LAX1,glostd,002
20,8,42,0,1,left,LAX1,glostd,003
20,8,43,0,1,left,LAX1,glostd,004
20,8,44,0,1,left,LAY2,glodev,020
20,8,45,0,1,left,LAY2,glodev,020
20,8,46,0,1,left,LAX1,glostd,001
20,8,47,0,1,left,LAX1,glostd,002
20,8,48,0,1,left,LAX1,glostd,003
20,8,49,0,1,left,LAX1,glostd,004
20,8,50,0,1,left,LAX2,glodev,010
20,8,51,0,1,left,LAX1,glostd,001
20,8,52,0,1,left,LAX1,glostd,002
20,8,53,0,1,left,LAX1,glostd,003
20,8,54,0,1,left,LAY2,glodev,020
20,8,55,0,1,left,LAX1,glostd,001
20,8,56,0,1,left,LAX1,glostd,002
20,8,57,0,1,left,LAX1,glostd,003
20,8,58,0,1,left,LAX2,glodev,010
20,8,59,0,1,left,LAX1,glostd,001
20,8,60,0,1,left,LAX1,glostd,002
20,8,61,0,1,left,LAY2,glodev,020
20,8,62,0,1,left,LAX1,glostd,001
20,8,63,0,1,left,LAX1,glostd,002
20,8,64,0,1,left,LAX1,glostd,003
20,8,65,0,1,left,LAX2,glodev,010
20,8,66,0,1,left,LAX1,glostd,001
20,8,67,0,1,left,LAX1,glostd,002
20,8,68,0,1,left,LAX1,glostd,003
20,8,69,0,1,left,LAX2,glodev,010
20,8,70,0,1,left,LAX1,glostd,001
20,8,71,0,1,left,LAX1,glostd,002
20,8,72,0,1,left,LAY2,glodev,020
20,8,73,0,1,left,LAX1,glostd,001
20,8,74,0,1,left,LAX1,glostd,002
20,8,75,0,1,left,LAY2,glodev,020
20,8,76,0,1,left,LAX1,glostd,001
20,8,77,0,1,left,LAX1,glostd,002
20,8,78,0,1,left,LAX1,glostd,003
20,8,79,0,1,left,LAX1,glostd,004
20,8,80,0,1,left,LAY2,glodev,020
20,8,81,0,1,left,LAX1,glostd,001
20,8,82,0,1,left,LAX1,glostd,002
20,8,83,0,1,left,LAX1,glostd,003
20,8,84,0,1,left,LAX1,glostd,004
20,8,85,0,1,left,LAX2,glodev,010
20,8,86,0,1,left,LAX2,glodev,010
20,8,87,0,1,left,LAX2,glodev,010
20,8,88,0,1,left,LAX1,glostd,001
20,8,89,0,1,left,LAX1,glostd,002
20,8,90,0,1,left,LAX1,glostd,003
20,8,91,0,1,left,LAY2,glodev,020
20,8,92,0,1,left,LAX1,glostd,001
20,8,93,0,1,left,LAX1,glostd,002
20,8,94,0,1,left,LAX1,glostd,003
20,8,95,0,1,left,LAX2,glodev,010
20,8,96,0,1,left,LAX1,glostd,001
20,8,97,0,1,left,LAX1,glostd,002
20,8,98,0,1,left,LAX2,glodev,010
20,8,99,0,1,left,LAX1,glostd,001
20,8,100,0,1,left,LAX1,glostd,002
20,8,101,0,1,left,LAY2,glodev,020
20,8,102,0,1,left,LAX1,glostd,001
20,8,103,0,1,left,LAX1,glostd,002
20,8,104,0,1,left,LAY2,glodev,020
20,8,105,0,1,left,LAX1,glostd,001
20,8,106,0,1,left,LAX1,glostd,002
20,8,107,0,1,left,LAX1,glostd,003
20,8,108,0,1,left,LAX1,glostd,004
20,8,109,0,1,left,LAY2,glodev,020
20,8,110,0,1,left,LAX1,glostd,001
20,8,111,0,1,left,LAX1,glostd,002
20,8,112,0,1,left,LAX1,glostd,003
20,8,113,0,1,left,LAY2,glodev,020
20,8,114,0,1,left,LAX1,glostd,001
20,8,115,0,1,left,LAX1,glostd,002
20,8,116,0,1,left,LAX1,glostd,003
20,8,117,0,1,left,LAX1,glostd,004
20,8,118,0,1,left,LAY2,glodev,020
20,8,119,0,1,left,LAX1,glostd,001
20,8,120,0,1,left,LAX1,glostd,002
20,8,121,0,1,left,LAX2,glodev,010
20,8,122,0,1,left,LAX1,glostd,001
20,8,123,0,1,left,LAX1,glostd,002
20,8,124,0,1,left,LAX1,glostd,003
20,8,125,0,1,left,LAX1,glostd,004
20,8,126,0,1,left,LAY2,glodev,020
20,8,127,0,1,left,LAX1,glostd,001
20,8,128,0,1,left,LAX1,glostd,002
20,8,129,0,1,left,LAX1,glostd,003
20,8,130,0,1,left,LAX1,glostd,004
20,8,131,0,1,left,LAX2,glodev,010
20,8,132,0,1,left,LAX1,glostd,001
20,8,133,0,1,left,LAX1,glostd,002
20,8,134,0,1,left,LAX1,glostd,003
20,8,135,0,1,left,LAX2,glodev,010
20,8,136,0,1,left,LAX1,glostd,001
20,8,137,0,1,left,LAX1,glostd,002
20,8,138,0,1,left,LAX1,glostd,003
20,8,139,0,1,left,LAX1,glostd,004
20,8,140,0,1,left,LAX2,glodev,010
20,8,141,0,1,left,LAX1,glostd,001
20,8,142,0,1,left,LAX1,glostd,002
20,8,143,0,1,left,LAX1,glostd,003
20,8,144,0,1,left,LAX1,glostd,004
20,8,145,0,1,left,LAX2,glodev,010
20,8,146,0,1,left,LAX1,glostd,001
