id,block,trial,blocktype,deviance,laterality,stim,trialtype,trialcode
17,7,1,1,1,left,LAX2,glostd,100
17,7,2,1,1,left,LAX2,glostd,100
17,7,3,1,1,left,LAX2,glostd,100
17,7,4,1,1,left,LAX2,glostd,100
17,7,5,1,1,left,LAX2,glostd,100
17,7,6,1,1,left,LAX2,glostd,100
17,7,7,1,1,left,LAX2,glostd,100
17,7,8,1,1,left,LAX2,glostd,100
17,7,9,1,1,left,LAX2,glostd,100
17,7,10,1,1,left,LAX2,glostd,100
17,7,11,1,1,left,LAX2,glostd,100
17,7,12,1,1,left,LAX2,glostd,100
17,7,13,1,1,left,LAX2,glostd,100
17,7,14,1,1,left,LAX2,glostd,100
17,7,15,1,1,left,LAX2,glostd,100
17,7,16,1,1,left,LAX1,glodev,110
17,7,17,1,1,left,LAX2,glostd,101
17,7,18,1,1,left,LAX2,glostd,102
17,7,19,1,1,left,LAX2,glostd,103
17,7,20,1,1,left,LAX1,glodev,110
17,7,21,1,1,left,LAX1,glodev,110
17,7,22,1,1,left,LAX2,glostd,101
17,7,23,1,1,left,LAX2,glostd,102
17,7,24,1,1,left,LAX2,glostd,103
17,7,25,1,1,left,LAX2,glostd,104
17,7,26,1,1,left,LAX1,glodev,110
17,7,27,1,1,left,LAX2,glostd,101
17,7,28,1,1,left,LAX2,glostd,102
17,7,29,1,1,left,LAX2,glostd,103
17,7,30,1,1,left,LAX2,glostd,104
17,7,31,1,1,left,LAY2,glodev,120
17,7,32,1,1,left,LAY2,glodev,120
17,7,33,1,1,left,LAX2,glostd,101
17,7,34,1,1,left,LAX2,glostd,102
17,7,35,1,1,left,LAX2,glostd,103
17,7,36,1,1,left,LAX2,glostd,104
17,7,37,1,1,left,LAY2,glodev,120
17,7,38,1,1,left,LAX2,glostd,101
17,7,39,1,1,left,LAX2,glostd,102
17,7,40,1,1,left,LAX1,glodev,110
17,7,41,1,1,left,LAX2,glostd,101
17,7,42,1,1,left,LAX2,glostd,102
17,7,43,1,1,left,LAX1,glodev,110
