id,block,trial,blocktype,deviance,laterality,stim,trialtype,trialcode
14,7,1,0,1,left,LAX1,glostd,000
14,7,2,0,1,left,LAX1,glostd,000
14,7,3,0,1,left,LAX1,glostd,000
14,7,4,0,1,left,LAX1,glostd,000
14,7,5,0,1,left,LAX1,glostd,000
14,7,6,0,1,left,LAX1,glostd,000
14,7,7,0,1,left,LAX1,glostd,000
14,7,8,0,1,left,LAX1,glostd,000
14,7,9,0,1,left,LAX1,glostd,000
14,7,10,0,1,left,LAX1,glostd,000
14,7,11,0,1,left,LAX1,glostd,000
14,7,12,0,1,left,LAX1,glostd,000
14,7,13,0,1,left,LAX1,glostd,000
14,7,14,0,1,left,LAX1,glostd,000
14,7,15,0,1,left,LAX1,glostd,000
14,7,16,0,1,left,LAX2,glodev,010
14,7,17,0,1,left,LAX1,glostd,001
14,7,18,0,1,left,LAX1,glostd,002
14,7,19,0,1,left,LAX1,glostd,003
14,7,20,0,1,left,LAY2,glodev,020
14,7,21,0,1,left,LAX1,glostd,001
14,7,22,0,1,left,LAX1,glostd,002
14,7,23,0,1,left,LAX2,glodev,010
14,7,24,0,1,left,LAX1,glostd,001
14,7,25,0,1,left,LAX1,glostd,002
14,7,26,0,1,left,LAY2,glodev,020
14,7,27,0,1,left,LAX1,glostd,001
14,7,28,0,1,left,LAX1,glostd,002
14,7,29,0,1,left,LAX1,glostd,003
14,7,30,0,1,left,LAX2,glodev,010
14,7,31,0,1,left,LAX1,glostd,001
14,7,32,0,1,left,LAX1,glostd,002
14,7,33,0,1,left,LAX2,glodev,010
14,7,34,0,1,left,LAX1,glostd,001
14,7,35,0,1,left,LAX1,glostd,002
14,7,36,0,1,left,LAX2,glodev,010
14,7,37,0,1,left,LAX2,glodev,010
14,7,38,0,1,left,LAX1,glostd,001
14,7,39,0,1,left,LAX1,glostd,002
14,7,40,0,1,left,LAX1,glostd,003
14,7,41,0,1,left,LAX1,glostd,004
14,7,42,0,1,left,LAY2,glodev,020
14,7,43,0,1,left,LAX1,glostd,001
14,7,44,0,1,left,LAX1,glostd,002
14,7,45,0,1,left,LAX1,glostd,003
14,7,46,0,1,left,LAX1,glostd,004
14,7,47,0,1,left,LAY2,glodev,020
14,7,48,0,1,left,LAX1,glostd,001
14,7,49,0,1,left,LAX1,glostd,002
14,7,50,0,1,left,LAX2,glodev,010
14,7,51,0,1,left,LAX1,glostd,001
14,7,52,0,1,left,LAX1,glostd,002
14,7,53,0,1,left,LAX1,glostd,003
14,7,54,0,1,left,LAX1,glostd,004
14,7,55,0,1,left,LAX2,glodev,010
14,7,56,0,1,left,LAX1,glostd,001
14,7,57,0,1,left,LAX1,glostd,002
14,7,58,0,1,left,LAX1,glostd,003
14,7,59,0,1,left,LAX1,glostd,004
14,7,60,0,1,left,LAY2,glodev,020
14,7,61,0,1,left,LAX1,glostd,001
14,7,62,0,1,left,LAX1,glostd,002
14,7,63,0,1,left,LAX1,glostd,003
14,7,64,0,1,left,LAX2,glodev,010
14,7,65,0,1,left,LAX1,glostd,001
14,7,66,0,1,left,LAX1,glostd,002
14,7,67,0,1,left,LAX1,glostd,003
14,7,68,0,1,left,LAY2,glodev,020
14,7,69,0,1,left,LAX1,glostd,001
14,7,70,0,1,left,LAX1,glostd,002
14,7,71,0,1,left,LAX1,glostd,003
14,7,72,0,1,left,LAY2,glodev,020
14,7,73,0,1,left,LAX1,glostd,001
14,7,74,0,1,left,LAX1,glostd,002
14,7,75,0,1,left,LAX1,glostd,003
14,7,76,0,1,left,LAX1,glostd,004
14,7,77,0,1,left,LAX2,glodev,010
14,7,78,0,1,left,LAX1,glostd,001
14,7,79,0,1,left,LAX1,glostd,002
14,7,80,0,1,left,LAX1,glostd,003
14,7,81,0,1,left,LAY2,glodev,020
14,7,82,0,1,left,LAX1,glostd,001
14,7,83,0,1,left,LAX1,glostd,002
14,7,84,0,1,left,LAX1,glostd,003
14,7,85,0,1,left,LAX2,glodev,010
14,7,86,0,1,left,LAX1,glostd,001
14,7,87,0,1,left,LAX1,glostd,002
14,7,88,0,1,left,LAX1,glostd,003
14,7,89,0,1,left,LAX1,glostd,004
