id,block,trial,blocktype,deviance,laterality,stim,trialtype,trialcode
16,11,1,1,1,left,LAX2,glostd,100
16,11,2,1,1,left,LAX2,glostd,100
16,11,3,1,1,left,LAX2,glostd,100
16,11,4,1,1,left,LAX2,glostd,100
16,11,5,1,1,left,LAX2,glostd,100
16,11,6,1,1,left,LAX2,glostd,100
16,11,7,1,1,left,LAX2,glostd,100
16,11,8,1,1,left,LAX2,glostd,100
16,11,9,1,1,left,LAX2,glostd,100
16,11,10,1,1,left,LAX2,glostd,100
16,11,11,1,1,left,LAX2,glostd,100
16,11,12,1,1,left,LAX2,glostd,100
16,11,13,1,1,left,LAX2,glostd,100
16,11,14,1,1,left,LAX2,glostd,100
16,11,15,1,1,left,LAX2,glostd,100
16,11,16,1,1,left,LAX1,glodev,110
16,11,17,1,1,left,LAX2,glostd,101
16,11,18,1,1,left,LAX2,glostd,102
16,11,19,1,1,left,LAY2,glodev,120
16,11,20,1,1,left,LAX2,glostd,101
16,11,21,1,1,left,LAX2,glostd,102
16,11,22,1,1,left,LAX2,glostd,103
16,11,23,1,1,left,LAX2,glostd,104
16,11,24,1,1,left,LAY2,glodev,120
16,11,25,1,1,left,LAX2,glostd,101
16,11,26,1,1,left,LAX2,glostd,102
16,11,27,1,1,left,LAX2,glostd,103
16,11,28,1,1,left,LAX1,glodev,110
16,11,29,1,1,left,LAX2,glostd,101
16,11,30,1,1,left,LAX2,glostd,102
16,11,31,1,1,left,LAY2,glodev,120
16,11,32,1,1,left,LAX2,glostd,101
16,11,33,1,1,left,LAX2,glostd,102
16,11,34,1,1,left,LAX1,glodev,110
16,11,35,1,1,left,LAX2,glostd,101
16,11,36,1,1,left,LAX2,glostd,102
16,11,37,1,1,left,LAY2,glodev,120
16,11,38,1,1,left,LAX2,glostd,101
16,11,39,1,1,left,LAX2,glostd,102
16,11,40,1,1,left,LAX2,glostd,103
16,11,41,1,1,left,LAY2,glodev,120
16,11,42,1,1,left,LAX2,glostd,101
16,11,43,1,1,left,LAX2,glostd,102
16,11,44,1,1,left,LAX2,glostd,103
16,11,45,1,1,left,LAX2,glostd,104
16,11,46,1,1,left,LAX1,glodev,110
16,11,47,1,1,left,LAX2,glostd,101
16,11,48,1,1,left,LAX2,glostd,102
16,11,49,1,1,left,LAX2,glostd,103
16,11,50,1,1,left,LAY2,glodev,120
16,11,51,1,1,left,LAX2,glostd,101
16,11,52,1,1,left,LAX2,glostd,102
16,11,53,1,1,left,LAX2,glostd,103
16,11,54,1,1,left,LAX1,glodev,110
16,11,55,1,1,left,LAX2,glostd,101
16,11,56,1,1,left,LAX2,glostd,102
16,11,57,1,1,left,LAX2,glostd,103
16,11,58,1,1,left,LAX1,glodev,110
16,11,59,1,1,left,LAX2,glostd,101
16,11,60,1,1,left,LAX2,glostd,102
16,11,61,1,1,left,LAX2,glostd,103
16,11,62,1,1,left,LAX2,glostd,104
16,11,63,1,1,left,LAY2,glodev,120
16,11,64,1,1,left,LAX2,glostd,101
16,11,65,1,1,left,LAX2,glostd,102
16,11,66,1,1,left,LAX1,glodev,110
16,11,67,1,1,left,LAX2,glostd,101
16,11,68,1,1,left,LAX2,glostd,102
16,11,69,1,1,left,LAX2,glostd,103
16,11,70,1,1,left,LAY2,glodev,120
16,11,71,1,1,left,LAX2,glostd,101
16,11,72,1,1,left,LAX2,glostd,102
16,11,73,1,1,left,LAY2,glodev,120
16,11,74,1,1,left,LAX2,glostd,101
16,11,75,1,1,left,LAX2,glostd,102
16,11,76,1,1,left,LAX2,glostd,103
16,11,77,1,1,left,LAX1,glodev,110
16,11,78,1,1,left,LAX2,glostd,101
16,11,79,1,1,left,LAX2,glostd,102
16,11,80,1,1,left,LAX1,glodev,110
16,11,81,1,1,left,LAX1,glodev,110
16,11,82,1,1,left,LAX2,glostd,101
16,11,83,1,1,left,LAX2,glostd,102
16,11,84,1,1,left,LAX2,glostd,103
16,11,85,1,1,left,LAX2,glostd,104
16,11,86,1,1,left,LAX1,glodev,110
16,11,87,1,1,left,LAX1,glodev,110
16,11,88,1,1,left,LAX2,glostd,101
16,11,89,1,1,left,LAX2,glostd,102
16,11,90,1,1,left,LAX1,glodev,110
16,11,91,1,1,left,LAX2,glostd,101
16,11,92,1,1,left,LAX2,glostd,102
16,11,93,1,1,left,LAX2,glostd,103
16,11,94,1,1,left,LAX1,glodev,110
16,11,95,1,1,left,LAX2,glostd,101
16,11,96,1,1,left,LAX2,glostd,102
16,11,97,1,1,left,LAX2,glostd,103
16,11,98,1,1,left,LAY2,glodev,120
16,11,99,1,1,left,LAX2,glostd,101
16,11,100,1,1,left,LAX2,glostd,102
16,11,101,1,1,left,LAY2,glodev,120
16,11,102,1,1,left,LAX2,glostd,101
16,11,103,1,1,left,LAX2,glostd,102
16,11,104,1,1,left,LAX2,glostd,103
16,11,105,1,1,left,LAY2,glodev,120
16,11,106,1,1,left,LAX2,glostd,101
16,11,107,1,1,left,LAX2,glostd,102
16,11,108,1,1,left,LAX2,glostd,103
16,11,109,1,1,left,LAX2,glostd,104
16,11,110,1,1,left,LAX1,glodev,110
16,11,111,1,1,left,LAX1,glodev,110
16,11,112,1,1,left,LAX1,glodev,110
16,11,113,1,1,left,LAX2,glostd,101
16,11,114,1,1,left,LAX2,glostd,102
16,11,115,1,1,left,LAX2,glostd,103
16,11,116,1,1,left,LAX2,glostd,104
16,11,117,1,1,left,LAX1,glodev,110
16,11,118,1,1,left,LAX2,glostd,101
16,11,119,1,1,left,LAX2,glostd,102
16,11,120,1,1,left,LAX2,glostd,103
16,11,121,1,1,left,LAX1,glodev,110
16,11,122,1,1,left,LAX2,glostd,101
16,11,123,1,1,left,LAX2,glostd,102
16,11,124,1,1,left,LAX1,glodev,110
16,11,125,1,1,left,LAX2,glostd,101
16,11,126,1,1,left,LAX2,glostd,102
16,11,127,1,1,left,LAX2,glostd,103
16,11,128,1,1,left,LAX1,glodev,110
16,11,129,1,1,left,LAX1,glodev,110
16,11,130,1,1,left,LAX2,glostd,101
16,11,131,1,1,left,LAX2,glostd,102
16,11,132,1,1,left,LAX2,glostd,103
16,11,133,1,1,left,LAX2,glostd,104
16,11,134,1,1,left,LAX1,glodev,110
16,11,135,1,1,left,LAX2,glostd,101
16,11,136,1,1,left,LAX2,glostd,102
16,11,137,1,1,left,LAY2,glodev,120
16,11,138,1,1,left,LAY2,glodev,120
16,11,139,1,1,left,LAX2,glostd,101
16,11,140,1,1,left,LAX2,glostd,102
16,11,141,1,1,left,LAX2,glostd,103
16,11,142,1,1,left,LAX2,glostd,104
16,11,143,1,1,left,LAX1,glodev,110
16,11,144,1,1,left,LAX2,glostd,101
16,11,145,1,1,left,LAX2,glostd,102
16,11,146,1,1,left,LAX2,glostd,103
16,11,147,1,1,left,LAX2,glostd,104
16,11,148,1,1,left,LAX1,glodev,110
16,11,149,1,1,left,LAX2,glostd,101
16,11,150,1,1,left,LAX2,glostd,102
16,11,151,1,1,left,LAX1,glodev,110
16,11,152,1,1,left,LAX2,glostd,101
16,11,153,1,1,left,LAX2,glostd,102
16,11,154,1,1,left,LAX2,glostd,103
16,11,155,1,1,left,LAX2,glostd,104
16,11,156,1,1,left,LAY2,glodev,120
16,11,157,1,1,left,LAX2,glostd,101
16,11,158,1,1,left,LAX2,glostd,102
16,11,159,1,1,left,LAX1,glodev,110
16,11,160,1,1,left,LAX2,glostd,101
16,11,161,1,1,left,LAX2,glostd,102
16,11,162,1,1,left,LAX2,glostd,103
16,11,163,1,1,left,LAX2,glostd,104
16,11,164,1,1,left,LAX1,glodev,110
16,11,165,1,1,left,LAX2,glostd,101
16,11,166,1,1,left,LAX2,glostd,102
16,11,167,1,1,left,LAX2,glostd,103
16,11,168,1,1,left,LAX2,glostd,104
16,11,169,1,1,left,LAY2,glodev,120
16,11,170,1,1,left,LAY2,glodev,120
16,11,171,1,1,left,LAY2,glodev,120
16,11,172,1,1,left,LAX2,glostd,101
16,11,173,1,1,left,LAX2,glostd,102
16,11,174,1,1,left,LAX2,glostd,103
16,11,175,1,1,left,LAX2,glostd,104
16,11,176,1,1,left,LAY2,glodev,120
16,11,177,1,1,left,LAX2,glostd,101
16,11,178,1,1,left,LAX2,glostd,102
16,11,179,1,1,left,LAY2,glodev,120
16,11,180,1,1,left,LAX2,glostd,101
16,11,181,1,1,left,LAX2,glostd,102
16,11,182,1,1,left,LAX1,glodev,110
16,11,183,1,1,left,LAX2,glostd,101
16,11,184,1,1,left,LAX2,glostd,102
16,11,185,1,1,left,LAX2,glostd,103
16,11,186,1,1,left,LAX2,glostd,104
16,11,187,1,1,left,LAY2,glodev,120
16,11,188,1,1,left,LAX2,glostd,101
16,11,189,1,1,left,LAX2,glostd,102
16,11,190,1,1,left,LAX2,glostd,103
16,11,191,1,1,left,LAX2,glostd,104
16,11,192,1,1,left,LAX1,glodev,110
16,11,193,1,1,left,LAX2,glostd,101
16,11,194,1,1,left,LAX2,glostd,102
16,11,195,1,1,left,LAX2,glostd,103
16,11,196,1,1,left,LAY2,glodev,120
16,11,197,1,1,left,LAY2,glodev,120
16,11,198,1,1,left,LAX2,glostd,101
16,11,199,1,1,left,LAX2,glostd,102
16,11,200,1,1,left,LAX2,glostd,103
16,11,201,1,1,left,LAY2,glodev,120
16,11,202,1,1,left,LAX2,glostd,101
16,11,203,1,1,left,LAX2,glostd,102
16,11,204,1,1,left,LAX2,glostd,103
