id,block,trial,blocktype,deviance,laterality,stim,trialtype,trialcode
14,11,1,0,1,right,RAX1,glostd,000
14,11,2,0,1,right,RAX1,glostd,000
14,11,3,0,1,right,RAX1,glostd,000
14,11,4,0,1,right,RAX1,glostd,000
14,11,5,0,1,right,RAX1,glostd,000
14,11,6,0,1,right,RAX1,glostd,000
14,11,7,0,1,right,RAX1,glostd,000
14,11,8,0,1,right,RAX1,glostd,000
14,11,9,0,1,right,RAX1,glostd,000
14,11,10,0,1,right,RAX1,glostd,000
14,11,11,0,1,right,RAX1,glostd,000
14,11,12,0,1,right,RAX1,glostd,000
14,11,13,0,1,right,RAX1,glostd,000
14,11,14,0,1,right,RAX1,glostd,000
14,11,15,0,1,right,RAX1,glostd,000
14,11,16,0,1,right,RAX1,glostd,001
14,11,17,0,1,right,RAX1,glostd,002
14,11,18,0,1,right,RAX1,glostd,003
14,11,19,0,1,right,RAX1,glostd,004
14,11,20,0,1,right,RAY2,glodev,020
14,11,21,0,1,right,RAX1,glostd,001
14,11,22,0,1,right,RAX1,glostd,002
14,11,23,0,1,right,RAX1,glostd,003
14,11,24,0,1,right,RAY2,glodev,020
14,11,25,0,1,right,RAX1,glostd,001
14,11,26,0,1,right,RAX1,glostd,002
14,11,27,0,1,right,RAX1,glostd,003
14,11,28,0,1,right,RAY2,glodev,020
14,11,29,0,1,right,RAX1,glostd,001
14,11,30,0,1,right,RAX1,glostd,002
14,11,31,0,1,right,RAX1,glostd,003
14,11,32,0,1,right,RAY2,glodev,020
14,11,33,0,1,right,RAY2,glodev,020
14,11,34,0,1,right,RAX1,glostd,001
14,11,35,0,1,right,RAX1,glostd,002
14,11,36,0,1,right,RAX1,glostd,003
14,11,37,0,1,right,RAX1,glostd,004
14,11,38,0,1,right,RAX2,glodev,010
14,11,39,0,1,right,RAX2,glodev,010
14,11,40,0,1,right,RAX2,glodev,010
14,11,41,0,1,right,RAX1,glostd,001
14,11,42,0,1,right,RAX1,glostd,002
14,11,43,0,1,right,RAY2,glodev,020
14,11,44,0,1,right,RAX1,glostd,001
14,11,45,0,1,right,RAX1,glostd,002
14,11,46,0,1,right,RAX1,glostd,003
14,11,47,0,1,right,RAX2,glodev,010
14,11,48,0,1,right,RAX1,glostd,001
14,11,49,0,1,right,RAX1,glostd,002
14,11,50,0,1,right,RAX1,glostd,003
14,11,51,0,1,right,RAX1,glostd,004
14,11,52,0,1,right,RAX2,glodev,010
14,11,53,0,1,right,RAX1,glostd,001
14,11,54,0,1,right,RAX1,glostd,002
14,11,55,0,1,right,RAX1,glostd,003
14,11,56,0,1,right,RAY2,glodev,020
14,11,57,0,1,right,RAX1,glostd,001
14,11,58,0,1,right,RAX1,glostd,002
14,11,59,0,1,right,RAX1,glostd,003
14,11,60,0,1,right,RAX1,glostd,004
14,11,61,0,1,right,RAY2,glodev,020
14,11,62,0,1,right,RAX1,glostd,001
14,11,63,0,1,right,RAX1,glostd,002
14,11,64,0,1,right,RAX1,glostd,003
14,11,65,0,1,right,RAX2,glodev,010
14,11,66,0,1,right,RAX1,glostd,001
14,11,67,0,1,right,RAX1,glostd,002
14,11,68,0,1,right,RAX2,glodev,010
14,11,69,0,1,right,RAX1,glostd,001
14,11,70,0,1,right,RAX1,glostd,002
14,11,71,0,1,right,RAY2,glodev,020
14,11,72,0,1,right,RAX1,glostd,001
14,11,73,0,1,right,RAX1,glostd,002
14,11,74,0,1,right,RAX1,glostd,003
14,11,75,0,1,right,RAY2,glodev,020
14,11,76,0,1,right,RAX1,glostd,001
14,11,77,0,1,right,RAX1,glostd,002
14,11,78,0,1,right,RAX1,glostd,003
14,11,79,0,1,right,RAX1,glostd,004
14,11,80,0,1,right,RAX2,glodev,010
14,11,81,0,1,right,RAX1,glostd,001
14,11,82,0,1,right,RAX1,glostd,002
14,11,83,0,1,right,RAY2,glodev,020
14,11,84,0,1,right,RAX1,glostd,001
14,11,85,0,1,right,RAX1,glostd,002
14,11,86,0,1,right,RAX2,glodev,010
14,11,87,0,1,right,RAX1,glostd,001
14,11,88,0,1,right,RAX1,glostd,002
14,11,89,0,1,right,RAX1,glostd,003
14,11,90,0,1,right,RAX1,glostd,004
14,11,91,0,1,right,RAY2,glodev,020
14,11,92,0,1,right,RAX1,glostd,001
14,11,93,0,1,right,RAX1,glostd,002
14,11,94,0,1,right,RAX1,glostd,003
14,11,95,0,1,right,RAX1,glostd,004
14,11,96,0,1,right,RAX2,glodev,010
14,11,97,0,1,right,RAX1,glostd,001
14,11,98,0,1,right,RAX1,glostd,002
