id,block,trial,blocktype,deviance,laterality,stim,trialtype,trialcode
9,7,1,0,1,left,LAX1,glostd,000
9,7,2,0,1,left,LAX1,glostd,000
9,7,3,0,1,left,LAX1,glostd,000
9,7,4,0,1,left,LAX1,glostd,000
9,7,5,0,1,left,LAX1,glostd,000
9,7,6,0,1,left,LAX1,glostd,000
9,7,7,0,1,left,LAX1,glostd,000
9,7,8,0,1,left,LAX1,glostd,000
9,7,9,0,1,left,LAX1,glostd,000
9,7,10,0,1,left,LAX1,glostd,000
9,7,11,0,1,left,LAX1,glostd,000
9,7,12,0,1,left,LAX1,glostd,000
9,7,13,0,1,left,LAX1,glostd,000
9,7,14,0,1,left,LAX1,glostd,000
9,7,15,0,1,left,LAX1,glostd,000
9,7,16,0,1,left,LAX2,glodev,010
9,7,17,0,1,left,LAX1,glostd,001
9,7,18,0,1,left,LAX1,glostd,002
9,7,19,0,1,left,LAX1,glostd,003
9,7,20,0,1,left,LAY2,glodev,020
9,7,21,0,1,left,LAX1,glostd,001
9,7,22,0,1,left,LAX1,glostd,002
9,7,23,0,1,left,LAX2,glodev,010
9,7,24,0,1,left,LAX1,glostd,001
9,7,25,0,1,left,LAX1,glostd,002
9,7,26,0,1,left,LAX1,glostd,003
9,7,27,0,1,left,LAX2,glodev,010
9,7,28,0,1,left,LAX2,glodev,010
9,7,29,0,1,left,LAX1,glostd,001
9,7,30,0,1,left,LAX1,glostd,002
9,7,31,0,1,left,LAX1,glostd,003
9,7,32,0,1,left,LAX1,glostd,004
9,7,33,0,1,left,LAY2,glodev,020
9,7,34,0,1,left,LAY2,glodev,020
9,7,35,0,1,left,LAY2,glodev,020
9,7,36,0,1,left,LAX1,glostd,001
9,7,37,0,1,left,LAX1,glostd,002
9,7,38,0,1,left,LAX1,glostd,003
9,7,39,0,1,left,LAX2,glodev,010
9,7,40,0,1,left,LAX1,glostd,001
9,7,41,0,1,left,LAX1,glostd,002
9,7,42,0,1,left,LAY2,glodev,020
9,7,43,0,1,left,LAX1,glostd,001
9,7,44,0,1,left,LAX1,glostd,002
9,7,45,0,1,left,LAX2,glodev,010
9,7,46,0,1,left,LAX1,glostd,001
9,7,47,0,1,left,LAX1,glostd,002
9,7,48,0,1,left,LAX1,glostd,003
9,7,49,0,1,left,LAX1,glostd,004
9,7,50,0,1,left,LAY2,glodev,020
9,7,51,0,1,left,LAX1,glostd,001
9,7,52,0,1,left,LAX1,glostd,002
9,7,53,0,1,left,LAX2,glodev,010
9,7,54,0,1,left,LAX2,glodev,010
9,7,55,0,1,left,LAX1,glostd,001
9,7,56,0,1,left,LAX1,glostd,002
9,7,57,0,1,left,LAX1,glostd,003
9,7,58,0,1,left,LAX1,glostd,004
9,7,59,0,1,left,LAY2,glodev,020
9,7,60,0,1,left,LAX1,glostd,001
9,7,61,0,1,left,LAX1,glostd,002
9,7,62,0,1,left,LAY2,glodev,020
9,7,63,0,1,left,LAY2,glodev,020
9,7,64,0,1,left,LAX1,glostd,001
9,7,65,0,1,left,LAX1,glostd,002
9,7,66,0,1,left,LAX1,glostd,003
9,7,67,0,1,left,LAX1,glostd,004
