id,block,trial,blocktype,deviance,laterality,stim,trialtype,trialcode
20,7,1,1,1,right,RAX2,glostd,100
20,7,2,1,1,right,RAX2,glostd,100
20,7,3,1,1,right,RAX2,glostd,100
20,7,4,1,1,right,RAX2,glostd,100
20,7,5,1,1,right,RAX2,glostd,100
20,7,6,1,1,right,RAX2,glostd,100
20,7,7,1,1,right,RAX2,glostd,100
20,7,8,1,1,right,RAX2,glostd,100
20,7,9,1,1,right,RAX2,glostd,100
20,7,10,1,1,right,RAX2,glostd,100
20,7,11,1,1,right,RAX2,glostd,100
20,7,12,1,1,right,RAX2,glostd,100
20,7,13,1,1,right,RAX2,glostd,100
20,7,14,1,1,right,RAX2,glostd,100
20,7,15,1,1,right,RAX2,glostd,100
20,7,16,1,1,right,RAX2,glostd,101
20,7,17,1,1,right,RAX2,glostd,102
20,7,18,1,1,right,RAX1,glodev,110
20,7,19,1,1,right,RAX2,glostd,101
20,7,20,1,1,right,RAX2,glostd,102
20,7,21,1,1,right,RAX2,glostd,103
20,7,22,1,1,right,RAX2,glostd,104
20,7,23,1,1,right,RAX1,glodev,110
20,7,24,1,1,right,RAX2,glostd,101
20,7,25,1,1,right,RAX2,glostd,102
20,7,26,1,1,right,RAX2,glostd,103
20,7,27,1,1,right,RAY2,glodev,120
20,7,28,1,1,right,RAX2,glostd,101
20,7,29,1,1,right,RAX2,glostd,102
20,7,30,1,1,right,RAX1,glodev,110
20,7,31,1,1,right,RAX2,glostd,101
20,7,32,1,1,right,RAX2,glostd,102
20,7,33,1,1,right,RAX2,glostd,103
20,7,34,1,1,right,RAY2,glodev,120
20,7,35,1,1,right,RAX2,glostd,101
20,7,36,1,1,right,RAX2,glostd,102
20,7,37,1,1,right,RAY2,glodev,120
20,7,38,1,1,right,RAX2,glostd,101
20,7,39,1,1,right,RAX2,glostd,102
20,7,40,1,1,right,RAX2,glostd,103
20,7,41,1,1,right,RAX2,glostd,104
20,7,42,1,1,right,RAY2,glodev,120
20,7,43,1,1,right,RAY2,glodev,120
20,7,44,1,1,right,RAX2,glostd,101
20,7,45,1,1,right,RAX2,glostd,102
20,7,46,1,1,right,RAY2,glodev,120
20,7,47,1,1,right,RAX2,glostd,101
20,7,48,1,1,right,RAX2,glostd,102
20,7,49,1,1,right,RAY2,glodev,120
20,7,50,1,1,right,RAX2,glostd,101
20,7,51,1,1,right,RAX2,glostd,102
20,7,52,1,1,right,RAX1,glodev,110
20,7,53,1,1,right,RAX2,glostd,101
20,7,54,1,1,right,RAX2,glostd,102
20,7,55,1,1,right,RAX2,glostd,103
20,7,56,1,1,right,RAX1,glodev,110
20,7,57,1,1,right,RAX2,glostd,101
20,7,58,1,1,right,RAX2,glostd,102
20,7,59,1,1,right,RAX2,glostd,103
20,7,60,1,1,right,RAX2,glostd,104
20,7,61,1,1,right,RAX1,glodev,110
